instant,date,season,year,month,hour,holiday,weekday,workingday,weather,temp,atemp,hum,windspeed,casual,registered,cnt,day_type,day_name
14592,2012-09-05,Fall,2012,Sep,4,No,Wednesday,Working Day,Clear/Partly Cloudy,0.7,0.6667,0.79,0.2836,2,3,5,Working Day,Wednesday
14593,2012-09-05,Fall,2012,Sep,5,No,Wednesday,Working Day,Mist/Cloudy,0.7,0.6667,0.79,0.2985,1,39,40,Working Day,Wednesday
14594,2012-09-05,Fall,2012,Sep,6,No,Wednesday,Working Day,Clear/Partly Cloudy,0.7,0.6667,0.79,0.2836,7,203,210,Working Day,Wednesday
14595,2012-09-05,Fall,2012,Sep,7,No,Wednesday,Working Day,Mist/Cloudy,0.7,0.6667,0.79,0.2537,11,489,500,Working Day,Wednesday
14596,2012-09-05,Fall,2012,Sep,8,No,Wednesday,Working Day,Clear/Partly Cloudy,0.72,0.697,0.74,0.194,33,692,725,Working Day,Wednesday
14597,2012-09-05,Fall,2012,Sep,9,No,Wednesday,Working Day,Clear/Partly Cloudy,0.74,0.697,0.7,0.2537,27,263,290,Working Day,Wednesday
14598,2012-09-05,Fall,2012,Sep,10,No,Wednesday,Working Day,Mist/Cloudy,0.76,0.7273,0.7,0.1642,54,181,235,Working Day,Wednesday
14599,2012-09-05,Fall,2012,Sep,11,No,Wednesday,Working Day,Mist/Cloudy,0.78,0.7424,0.62,0.1642,61,156,217,Working Day,Wednesday
14600,2012-09-05,Fall,2012,Sep,12,No,Wednesday,Working Day,Clear/Partly Cloudy,0.78,0.7727,0.7,0.1045,49,217,266,Working Day,Wednesday
14601,2012-09-05,Fall,2012,Sep,13,No,Wednesday,Working Day,Clear/Partly Cloudy,0.8,0.7879,0.63,0.1642,50,184,234,Working Day,Wednesday
14602,2012-09-05,Fall,2012,Sep,14,No,Wednesday,Working Day,Clear/Partly Cloudy,0.82,0.7879,0.56,0.1045,34,177,211,Working Day,Wednesday
14603,2012-09-05,Fall,2012,Sep,15,No,Wednesday,Working Day,Clear/Partly Cloudy,0.78,0.7727,0.7,0.194,41,204,245,Working Day,Wednesday
14604,2012-09-05,Fall,2012,Sep,16,No,Wednesday,Working Day,Clear/Partly Cloudy,0.76,0.7273,0.7,0.2537,86,344,430,Working Day,Wednesday
14605,2012-09-05,Fall,2012,Sep,17,No,Wednesday,Working Day,Clear/Partly Cloudy,0.76,0.7273,0.66,0.2537,83,780,863,Working Day,Wednesday
14606,2012-09-05,Fall,2012,Sep,18,No,Wednesday,Working Day,Clear/Partly Cloudy,0.76,0.7424,0.75,0.194,82,757,839,Working Day,Wednesday
14607,2012-09-05,Fall,2012,Sep,19,No,Wednesday,Working Day,Clear/Partly Cloudy,0.74,0.697,0.7,0.1642,64,598,662,Working Day,Wednesday
14608,2012-09-05,Fall,2012,Sep,20,No,Wednesday,Working Day,Clear/Partly Cloudy,0.72,0.7121,0.84,0.1642,55,357,412,Working Day,Wednesday
14609,2012-09-05,Fall,2012,Sep,21,No,Wednesday,Working Day,Clear/Partly Cloudy,0.72,0.697,0.79,0.0,18,278,296,Working Day,Wednesday
14610,2012-09-05,Fall,2012,Sep,22,No,Wednesday,Working Day,Clear/Partly Cloudy,0.72,0.697,0.79,0.0,38,181,219,Working Day,Wednesday
14611,2012-09-05,Fall,2012,Sep,23,No,Wednesday,Working Day,Clear/Partly Cloudy,0.7,0.6667,0.84,0.0896,24,126,150,Working Day,Wednesday
14612,2012-09-06,Fall,2012,Sep,0,No,Thursday,Working Day,Mist/Cloudy,0.7,0.6667,0.84,0.0896,30,35,65,Working Day,Thursday
14613,2012-09-06,Fall,2012,Sep,1,No,Thursday,Working Day,Mist/Cloudy,0.7,0.6667,0.84,0.0,2,16,18,Working Day,Thursday
14614,2012-09-06,Fall,2012,Sep,2,No,Thursday,Working Day,Clear/Partly Cloudy,0.72,0.697,0.79,0.0,1,7,8,Working Day,Thursday
14615,2012-09-06,Fall,2012,Sep,3,No,Thursday,Working Day,Clear/Partly Cloudy,0.7,0.6667,0.84,0.1045,0,9,9,Working Day,Thursday
14616,2012-09-06,Fall,2012,Sep,4,No,Thursday,Working Day,Mist/Cloudy,0.7,0.6667,0.84,0.0896,0,8,8,Working Day,Thursday
14617,2012-09-06,Fall,2012,Sep,5,No,Thursday,Working Day,Mist/Cloudy,0.7,0.6667,0.84,0.194,3,35,38,Working Day,Thursday
14618,2012-09-06,Fall,2012,Sep,6,No,Thursday,Working Day,Mist/Cloudy,0.7,0.6667,0.84,0.0896,11,189,200,Working Day,Thursday
14619,2012-09-06,Fall,2012,Sep,7,No,Thursday,Working Day,Mist/Cloudy,0.7,0.6667,0.84,0.1045,21,461,482,Working Day,Thursday
14620,2012-09-06,Fall,2012,Sep,8,No,Thursday,Working Day,Light Snow/Rain,0.7,0.6667,0.79,0.0,24,622,646,Working Day,Thursday
14621,2012-09-06,Fall,2012,Sep,9,No,Thursday,Working Day,Light Snow/Rain,0.66,0.5909,0.94,0.1343,8,115,123,Working Day,Thursday
14622,2012-09-06,Fall,2012,Sep,10,No,Thursday,Working Day,Light Snow/Rain,0.66,0.5909,0.94,0.1343,9,40,49,Working Day,Thursday
14623,2012-09-06,Fall,2012,Sep,11,No,Thursday,Working Day,Light Snow/Rain,0.7,0.6667,0.84,0.1642,10,52,62,Working Day,Thursday
14624,2012-09-06,Fall,2012,Sep,12,No,Thursday,Working Day,Mist/Cloudy,0.72,0.697,0.79,0.2239,11,126,137,Working Day,Thursday
14625,2012-09-06,Fall,2012,Sep,13,No,Thursday,Working Day,Mist/Cloudy,0.72,0.697,0.79,0.1045,39,152,191,Working Day,Thursday
14626,2012-09-06,Fall,2012,Sep,14,No,Thursday,Working Day,Clear/Partly Cloudy,0.74,0.7121,0.74,0.0896,38,178,216,Working Day,Thursday
14627,2012-09-06,Fall,2012,Sep,15,No,Thursday,Working Day,Clear/Partly Cloudy,0.74,0.697,0.66,0.194,42,228,270,Working Day,Thursday
14628,2012-09-06,Fall,2012,Sep,16,No,Thursday,Working Day,Clear/Partly Cloudy,0.74,0.697,0.7,0.2239,42,374,416,Working Day,Thursday
14629,2012-09-06,Fall,2012,Sep,17,No,Thursday,Working Day,Clear/Partly Cloudy,0.74,0.697,0.7,0.2537,67,741,808,Working Day,Thursday
14630,2012-09-06,Fall,2012,Sep,18,No,Thursday,Working Day,Clear/Partly Cloudy,0.72,0.6818,0.7,0.2537,74,761,835,Working Day,Thursday
14631,2012-09-06,Fall,2012,Sep,19,No,Thursday,Working Day,Clear/Partly Cloudy,0.68,0.6364,0.74,0.2537,54,504,558,Working Day,Thursday
14632,2012-09-06,Fall,2012,Sep,20,No,Thursday,Working Day,Clear/Partly Cloudy,0.66,0.6061,0.78,0.2239,50,356,406,Working Day,Thursday
14633,2012-09-06,Fall,2012,Sep,21,No,Thursday,Working Day,Clear/Partly Cloudy,0.64,0.5758,0.89,0.1642,32,240,272,Working Day,Thursday
14634,2012-09-06,Fall,2012,Sep,22,No,Thursday,Working Day,Clear/Partly Cloudy,0.64,0.5758,0.89,0.1642,24,193,217,Working Day,Thursday
14635,2012-09-06,Fall,2012,Sep,23,No,Thursday,Working Day,Clear/Partly Cloudy,0.64,0.5758,0.89,0.1642,19,150,169,Working Day,Thursday
14636,2012-09-07,Fall,2012,Sep,0,No,Friday,Working Day,Clear/Partly Cloudy,0.64,0.5758,0.89,0.1343,17,79,96,Working Day,Friday
14637,2012-09-07,Fall,2012,Sep,1,No,Friday,Working Day,Clear/Partly Cloudy,0.62,0.5606,0.88,0.1045,10,19,29,Working Day,Friday
14638,2012-09-07,Fall,2012,Sep,2,No,Friday,Working Day,Clear/Partly Cloudy,0.62,0.5758,0.83,0.0896,1,10,11,Working Day,Friday
14639,2012-09-07,Fall,2012,Sep,3,No,Friday,Working Day,Clear/Partly Cloudy,0.62,0.5758,0.83,0.0896,0,9,9,Working Day,Friday
14640,2012-09-07,Fall,2012,Sep,4,No,Friday,Working Day,Clear/Partly Cloudy,0.62,0.5606,0.88,0.0,1,7,8,Working Day,Friday
14641,2012-09-07,Fall,2012,Sep,5,No,Friday,Working Day,Clear/Partly Cloudy,0.62,0.5606,0.88,0.0,1,39,40,Working Day,Friday
14642,2012-09-07,Fall,2012,Sep,6,No,Friday,Working Day,Clear/Partly Cloudy,0.62,0.5606,0.88,0.1045,5,135,140,Working Day,Friday
14643,2012-09-07,Fall,2012,Sep,7,No,Friday,Working Day,Clear/Partly Cloudy,0.64,0.5758,0.89,0.1045,21,465,486,Working Day,Friday
14644,2012-09-07,Fall,2012,Sep,8,No,Friday,Working Day,Clear/Partly Cloudy,0.66,0.6061,0.83,0.1045,29,690,719,Working Day,Friday
14645,2012-09-07,Fall,2012,Sep,9,No,Friday,Working Day,Clear/Partly Cloudy,0.7,0.6667,0.79,0.1343,33,311,344,Working Day,Friday
14646,2012-09-07,Fall,2012,Sep,10,No,Friday,Working Day,Clear/Partly Cloudy,0.72,0.697,0.74,0.1343,53,171,224,Working Day,Friday
14647,2012-09-07,Fall,2012,Sep,11,No,Friday,Working Day,Clear/Partly Cloudy,0.76,0.7121,0.62,0.1343,81,215,296,Working Day,Friday
14648,2012-09-07,Fall,2012,Sep,12,No,Friday,Working Day,Clear/Partly Cloudy,0.78,0.7424,0.59,0.1642,76,247,323,Working Day,Friday
14649,2012-09-07,Fall,2012,Sep,13,No,Friday,Working Day,Clear/Partly Cloudy,0.8,0.7727,0.59,0.2537,71,283,354,Working Day,Friday
14650,2012-09-07,Fall,2012,Sep,14,No,Friday,Working Day,Clear/Partly Cloudy,0.8,0.7727,0.59,0.2537,66,187,253,Working Day,Friday
14651,2012-09-07,Fall,2012,Sep,15,No,Friday,Working Day,Clear/Partly Cloudy,0.8,0.7576,0.55,0.2537,66,265,331,Working Day,Friday
14652,2012-09-07,Fall,2012,Sep,16,No,Friday,Working Day,Clear/Partly Cloudy,0.8,0.7576,0.55,0.2836,75,395,470,Working Day,Friday
14653,2012-09-07,Fall,2012,Sep,17,No,Friday,Working Day,Clear/Partly Cloudy,0.78,0.7424,0.59,0.3284,88,684,772,Working Day,Friday
14654,2012-09-07,Fall,2012,Sep,18,No,Friday,Working Day,Clear/Partly Cloudy,0.76,0.7121,0.62,0.2985,95,697,792,Working Day,Friday
14655,2012-09-07,Fall,2012,Sep,19,No,Friday,Working Day,Clear/Partly Cloudy,0.74,0.6818,0.62,0.2836,70,498,568,Working Day,Friday
14656,2012-09-07,Fall,2012,Sep,20,No,Friday,Working Day,Clear/Partly Cloudy,0.72,0.6818,0.66,0.2239,51,340,391,Working Day,Friday
14657,2012-09-07,Fall,2012,Sep,21,No,Friday,Working Day,Clear/Partly Cloudy,0.7,0.6667,0.74,0.1642,55,246,301,Working Day,Friday
14658,2012-09-07,Fall,2012,Sep,22,No,Friday,Working Day,Clear/Partly Cloudy,0.7,0.6667,0.74,0.2239,52,247,299,Working Day,Friday
14659,2012-09-07,Fall,2012,Sep,23,No,Friday,Working Day,Clear/Partly Cloudy,0.66,0.5909,0.89,0.2537,28,220,248,Working Day,Friday
14660,2012-09-08,Fall,2012,Sep,0,No,Saturday,Holiday,Clear/Partly Cloudy,0.66,0.5909,0.89,0.2537,20,130,150,Weekend/Holiday,Saturday
14661,2012-09-08,Fall,2012,Sep,1,No,Saturday,Holiday,Mist/Cloudy,0.66,0.5909,0.89,0.2836,10,107,117,Weekend/Holiday,Saturday
14662,2012-09-08,Fall,2012,Sep,2,No,Saturday,Holiday,Clear/Partly Cloudy,0.66,0.5909,0.89,0.3284,9,68,77,Weekend/Holiday,Saturday
14663,2012-09-08,Fall,2012,Sep,3,No,Saturday,Holiday,Mist/Cloudy,0.66,0.5909,0.89,0.2239,3,40,43,Weekend/Holiday,Saturday
14664,2012-09-08,Fall,2012,Sep,4,No,Saturday,Holiday,Mist/Cloudy,0.66,0.5909,0.94,0.2239,3,8,11,Weekend/Holiday,Saturday
14665,2012-09-08,Fall,2012,Sep,5,No,Saturday,Holiday,Mist/Cloudy,0.66,0.5909,0.94,0.2537,2,13,15,Weekend/Holiday,Saturday
14666,2012-09-08,Fall,2012,Sep,6,No,Saturday,Holiday,Mist/Cloudy,0.66,0.5909,0.89,0.2836,8,26,34,Weekend/Holiday,Saturday
14667,2012-09-08,Fall,2012,Sep,7,No,Saturday,Holiday,Clear/Partly Cloudy,0.66,0.5909,0.89,0.2836,11,71,82,Weekend/Holiday,Saturday
14668,2012-09-08,Fall,2012,Sep,8,No,Saturday,Holiday,Clear/Partly Cloudy,0.7,0.6667,0.79,0.3284,33,197,230,Weekend/Holiday,Saturday
14669,2012-09-08,Fall,2012,Sep,9,No,Saturday,Holiday,Clear/Partly Cloudy,0.7,0.6667,0.74,0.3881,87,261,348,Weekend/Holiday,Saturday
14670,2012-09-08,Fall,2012,Sep,10,No,Saturday,Holiday,Clear/Partly Cloudy,0.74,0.697,0.7,0.3881,100,322,422,Weekend/Holiday,Saturday
14671,2012-09-08,Fall,2012,Sep,11,No,Saturday,Holiday,Clear/Partly Cloudy,0.76,0.7121,0.62,0.4478,173,405,578,Weekend/Holiday,Saturday
14672,2012-09-08,Fall,2012,Sep,12,No,Saturday,Holiday,Clear/Partly Cloudy,0.8,0.7576,0.55,0.4925,220,474,694,Weekend/Holiday,Saturday
14673,2012-09-08,Fall,2012,Sep,13,No,Saturday,Holiday,Clear/Partly Cloudy,0.82,0.7727,0.52,0.5224,233,435,668,Weekend/Holiday,Saturday
14674,2012-09-08,Fall,2012,Sep,14,No,Saturday,Holiday,Clear/Partly Cloudy,0.82,0.7727,0.52,0.4478,260,366,626,Weekend/Holiday,Saturday
14675,2012-09-08,Fall,2012,Sep,15,No,Saturday,Holiday,Light Snow/Rain,0.56,0.5303,0.88,0.2537,175,337,512,Weekend/Holiday,Saturday
14676,2012-09-08,Fall,2012,Sep,16,No,Saturday,Holiday,Light Snow/Rain,0.56,0.5303,0.88,0.194,19,95,114,Weekend/Holiday,Saturday
14677,2012-09-08,Fall,2012,Sep,17,No,Saturday,Holiday,Light Snow/Rain,0.58,0.5455,0.83,0.194,52,119,171,Weekend/Holiday,Saturday
14678,2012-09-08,Fall,2012,Sep,18,No,Saturday,Holiday,Light Snow/Rain,0.58,0.5455,0.83,0.1343,27,140,167,Weekend/Holiday,Saturday
14679,2012-09-08,Fall,2012,Sep,19,No,Saturday,Holiday,Light Snow/Rain,0.58,0.5455,0.88,0.1045,28,187,215,Weekend/Holiday,Saturday
14680,2012-09-08,Fall,2012,Sep,20,No,Saturday,Holiday,Mist/Cloudy,0.58,0.5455,0.88,0.0896,28,166,194,Weekend/Holiday,Saturday
14681,2012-09-08,Fall,2012,Sep,21,No,Saturday,Holiday,Mist/Cloudy,0.6,0.5606,0.83,0.1642,26,155,181,Weekend/Holiday,Saturday
14682,2012-09-08,Fall,2012,Sep,22,No,Saturday,Holiday,Mist/Cloudy,0.58,0.5455,0.78,0.2985,18,176,194,Weekend/Holiday,Saturday
14683,2012-09-08,Fall,2012,Sep,23,No,Saturday,Holiday,Mist/Cloudy,0.58,0.5455,0.73,0.1642,12,121,133,Weekend/Holiday,Saturday
14684,2012-09-09,Fall,2012,Sep,0,No,Sunday,Holiday,Mist/Cloudy,0.56,0.5303,0.73,0.194,18,106,124,Weekend/Holiday,Sunday
14685,2012-09-09,Fall,2012,Sep,1,No,Sunday,Holiday,Clear/Partly Cloudy,0.56,0.5303,0.73,0.2239,20,104,124,Weekend/Holiday,Sunday
14686,2012-09-09,Fall,2012,Sep,2,No,Sunday,Holiday,Clear/Partly Cloudy,0.54,0.5152,0.77,0.2836,15,81,96,Weekend/Holiday,Sunday
14687,2012-09-09,Fall,2012,Sep,3,No,Sunday,Holiday,Clear/Partly Cloudy,0.54,0.5152,0.73,0.2239,14,32,46,Weekend/Holiday,Sunday
14688,2012-09-09,Fall,2012,Sep,4,No,Sunday,Holiday,Clear/Partly Cloudy,0.52,0.5,0.77,0.2537,12,16,28,Weekend/Holiday,Sunday
14689,2012-09-09,Fall,2012,Sep,5,No,Sunday,Holiday,Clear/Partly Cloudy,0.52,0.5,0.77,0.194,16,39,55,Weekend/Holiday,Sunday
14690,2012-09-09,Fall,2012,Sep,6,No,Sunday,Holiday,Clear/Partly Cloudy,0.52,0.5,0.77,0.194,11,24,35,Weekend/Holiday,Sunday
14691,2012-09-09,Fall,2012,Sep,7,No,Sunday,Holiday,Clear/Partly Cloudy,0.54,0.5152,0.73,0.1642,20,50,70,Weekend/Holiday,Sunday
14692,2012-09-09,Fall,2012,Sep,8,No,Sunday,Holiday,Clear/Partly Cloudy,0.58,0.5455,0.68,0.2239,27,143,170,Weekend/Holiday,Sunday
14693,2012-09-09,Fall,2012,Sep,9,No,Sunday,Holiday,Clear/Partly Cloudy,0.62,0.6061,0.61,0.2537,85,214,299,Weekend/Holiday,Sunday
14694,2012-09-09,Fall,2012,Sep,10,No,Sunday,Holiday,Clear/Partly Cloudy,0.64,0.6212,0.57,0.2985,172,323,495,Weekend/Holiday,Sunday
14695,2012-09-09,Fall,2012,Sep,11,No,Sunday,Holiday,Clear/Partly Cloudy,0.66,0.6212,0.47,0.2537,194,391,585,Weekend/Holiday,Sunday
14696,2012-09-09,Fall,2012,Sep,12,No,Sunday,Holiday,Clear/Partly Cloudy,0.66,0.6212,0.47,0.0,247,510,757,Weekend/Holiday,Sunday
14697,2012-09-09,Fall,2012,Sep,13,No,Sunday,Holiday,Clear/Partly Cloudy,0.68,0.6364,0.39,0.0,238,491,729,Weekend/Holiday,Sunday
14698,2012-09-09,Fall,2012,Sep,14,No,Sunday,Holiday,Clear/Partly Cloudy,0.72,0.6515,0.3,0.2836,232,415,647,Weekend/Holiday,Sunday
14699,2012-09-09,Fall,2012,Sep,15,No,Sunday,Holiday,Clear/Partly Cloudy,0.72,0.6515,0.32,0.2537,284,412,696,Weekend/Holiday,Sunday
14700,2012-09-09,Fall,2012,Sep,16,No,Sunday,Holiday,Clear/Partly Cloudy,0.68,0.6364,0.36,0.2836,228,473,701,Weekend/Holiday,Sunday
14701,2012-09-09,Fall,2012,Sep,17,No,Sunday,Holiday,Clear/Partly Cloudy,0.7,0.6364,0.37,0.2537,213,458,671,Weekend/Holiday,Sunday
14702,2012-09-09,Fall,2012,Sep,18,No,Sunday,Holiday,Clear/Partly Cloudy,0.66,0.6212,0.36,0.2537,156,404,560,Weekend/Holiday,Sunday
14703,2012-09-09,Fall,2012,Sep,19,No,Sunday,Holiday,Clear/Partly Cloudy,0.66,0.6212,0.36,0.2537,134,362,496,Weekend/Holiday,Sunday
14704,2012-09-09,Fall,2012,Sep,20,No,Sunday,Holiday,Clear/Partly Cloudy,0.62,0.6212,0.41,0.2836,91,265,356,Weekend/Holiday,Sunday
14705,2012-09-09,Fall,2012,Sep,21,No,Sunday,Holiday,Clear/Partly Cloudy,0.6,0.6212,0.46,0.2239,57,149,206,Weekend/Holiday,Sunday
14706,2012-09-09,Fall,2012,Sep,22,No,Sunday,Holiday,Clear/Partly Cloudy,0.58,0.5455,0.49,0.2537,64,125,189,Weekend/Holiday,Sunday
14707,2012-09-09,Fall,2012,Sep,23,No,Sunday,Holiday,Clear/Partly Cloudy,0.56,0.5303,0.52,0.2836,22,70,92,Weekend/Holiday,Sunday
14708,2012-09-10,Fall,2012,Sep,0,No,Monday,Working Day,Clear/Partly Cloudy,0.56,0.5303,0.52,0.2836,6,35,41,Working Day,Monday
14709,2012-09-10,Fall,2012,Sep,1,No,Monday,Working Day,Clear/Partly Cloudy,0.54,0.5152,0.6,0.194,7,11,18,Working Day,Monday
14710,2012-09-10,Fall,2012,Sep,2,No,Monday,Working Day,Clear/Partly Cloudy,0.54,0.5152,0.6,0.3582,11,6,17,Working Day,Monday
14711,2012-09-10,Fall,2012,Sep,3,No,Monday,Working Day,Clear/Partly Cloudy,0.52,0.5,0.68,0.2836,5,7,12,Working Day,Monday
14712,2012-09-10,Fall,2012,Sep,4,No,Monday,Working Day,Clear/Partly Cloudy,0.52,0.5,0.68,0.2836,1,4,5,Working Day,Monday
14713,2012-09-10,Fall,2012,Sep,5,No,Monday,Working Day,Clear/Partly Cloudy,0.5,0.4848,0.72,0.2537,4,36,40,Working Day,Monday
14714,2012-09-10,Fall,2012,Sep,6,No,Monday,Working Day,Clear/Partly Cloudy,0.5,0.4848,0.72,0.1343,8,172,180,Working Day,Monday
14715,2012-09-10,Fall,2012,Sep,7,No,Monday,Working Day,Clear/Partly Cloudy,0.52,0.5,0.68,0.2239,20,427,447,Working Day,Monday
14716,2012-09-10,Fall,2012,Sep,8,No,Monday,Working Day,Clear/Partly Cloudy,0.56,0.5303,0.6,0.2836,33,697,730,Working Day,Monday
14717,2012-09-10,Fall,2012,Sep,9,No,Monday,Working Day,Clear/Partly Cloudy,0.6,0.6212,0.53,0.2985,40,321,361,Working Day,Monday
14718,2012-09-10,Fall,2012,Sep,10,No,Monday,Working Day,Clear/Partly Cloudy,0.62,0.6212,0.5,0.2836,42,168,210,Working Day,Monday
14719,2012-09-10,Fall,2012,Sep,11,No,Monday,Working Day,Clear/Partly Cloudy,0.62,0.6212,0.43,0.2985,69,167,236,Working Day,Monday
14720,2012-09-10,Fall,2012,Sep,12,No,Monday,Working Day,Clear/Partly Cloudy,0.64,0.6212,0.44,0.3881,76,256,332,Working Day,Monday
14721,2012-09-10,Fall,2012,Sep,13,No,Monday,Working Day,Clear/Partly Cloudy,0.64,0.6212,0.38,0.2239,72,251,323,Working Day,Monday
14722,2012-09-10,Fall,2012,Sep,14,No,Monday,Working Day,Clear/Partly Cloudy,0.66,0.6212,0.36,0.2836,107,233,340,Working Day,Monday
14723,2012-09-10,Fall,2012,Sep,15,No,Monday,Working Day,Clear/Partly Cloudy,0.66,0.6212,0.31,0.3881,115,231,346,Working Day,Monday
14724,2012-09-10,Fall,2012,Sep,16,No,Monday,Working Day,Clear/Partly Cloudy,0.66,0.6212,0.34,0.3284,108,380,488,Working Day,Monday
14725,2012-09-10,Fall,2012,Sep,17,No,Monday,Working Day,Clear/Partly Cloudy,0.66,0.6212,0.34,0.3284,127,744,871,Working Day,Monday
14726,2012-09-10,Fall,2012,Sep,18,No,Monday,Working Day,Clear/Partly Cloudy,0.62,0.6212,0.35,0.2985,111,857,968,Working Day,Monday
14727,2012-09-10,Fall,2012,Sep,19,No,Monday,Working Day,Clear/Partly Cloudy,0.62,0.6212,0.38,0.2985,71,562,633,Working Day,Monday
14728,2012-09-10,Fall,2012,Sep,20,No,Monday,Working Day,Clear/Partly Cloudy,0.6,0.6212,0.4,0.194,34,356,390,Working Day,Monday
14729,2012-09-10,Fall,2012,Sep,21,No,Monday,Working Day,Clear/Partly Cloudy,0.56,0.5303,0.49,0.1642,29,256,285,Working Day,Monday
14730,2012-09-10,Fall,2012,Sep,22,No,Monday,Working Day,Clear/Partly Cloudy,0.54,0.5152,0.52,0.1343,15,144,159,Working Day,Monday
14731,2012-09-10,Fall,2012,Sep,23,No,Monday,Working Day,Clear/Partly Cloudy,0.54,0.5152,0.52,0.0,7,86,93,Working Day,Monday
14732,2012-09-11,Fall,2012,Sep,0,No,Tuesday,Working Day,Clear/Partly Cloudy,0.52,0.5,0.59,0.1045,5,27,32,Working Day,Tuesday
14733,2012-09-11,Fall,2012,Sep,1,No,Tuesday,Working Day,Clear/Partly Cloudy,0.5,0.4848,0.63,0.0,0,10,10,Working Day,Tuesday
14734,2012-09-11,Fall,2012,Sep,2,No,Tuesday,Working Day,Clear/Partly Cloudy,0.48,0.4697,0.77,0.1642,1,5,6,Working Day,Tuesday
14735,2012-09-11,Fall,2012,Sep,3,No,Tuesday,Working Day,Clear/Partly Cloudy,0.48,0.4697,0.67,0.1343,1,7,8,Working Day,Tuesday
14736,2012-09-11,Fall,2012,Sep,4,No,Tuesday,Working Day,Clear/Partly Cloudy,0.48,0.4697,0.72,0.1045,1,8,9,Working Day,Tuesday
14737,2012-09-11,Fall,2012,Sep,5,No,Tuesday,Working Day,Clear/Partly Cloudy,0.46,0.4545,0.72,0.0896,3,41,44,Working Day,Tuesday
14738,2012-09-11,Fall,2012,Sep,6,No,Tuesday,Working Day,Clear/Partly Cloudy,0.46,0.4545,0.77,0.1045,11,200,211,Working Day,Tuesday
14739,2012-09-11,Fall,2012,Sep,7,No,Tuesday,Working Day,Clear/Partly Cloudy,0.5,0.4848,0.72,0.1045,24,572,596,Working Day,Tuesday
14740,2012-09-11,Fall,2012,Sep,8,No,Tuesday,Working Day,Clear/Partly Cloudy,0.54,0.5152,0.68,0.0896,48,702,750,Working Day,Tuesday
14741,2012-09-11,Fall,2012,Sep,9,No,Tuesday,Working Day,Clear/Partly Cloudy,0.6,0.6212,0.49,0.0,35,323,358,Working Day,Tuesday
14742,2012-09-11,Fall,2012,Sep,10,No,Tuesday,Working Day,Clear/Partly Cloudy,0.62,0.6212,0.38,0.0,54,142,196,Working Day,Tuesday
14743,2012-09-11,Fall,2012,Sep,11,No,Tuesday,Working Day,Clear/Partly Cloudy,0.64,0.6212,0.33,0.0896,60,187,247,Working Day,Tuesday
14744,2012-09-11,Fall,2012,Sep,12,No,Tuesday,Working Day,Clear/Partly Cloudy,0.64,0.6212,0.33,0.0,62,254,316,Working Day,Tuesday
14745,2012-09-11,Fall,2012,Sep,13,No,Tuesday,Working Day,Clear/Partly Cloudy,0.66,0.6212,0.29,0.0896,72,256,328,Working Day,Tuesday
14746,2012-09-11,Fall,2012,Sep,14,No,Tuesday,Working Day,Clear/Partly Cloudy,0.68,0.6212,0.3,0.0896,74,181,255,Working Day,Tuesday
14747,2012-09-11,Fall,2012,Sep,15,No,Tuesday,Working Day,Clear/Partly Cloudy,0.7,0.6364,0.28,0.1045,73,253,326,Working Day,Tuesday
14748,2012-09-11,Fall,2012,Sep,16,No,Tuesday,Working Day,Clear/Partly Cloudy,0.7,0.6364,0.28,0.1343,99,437,536,Working Day,Tuesday
14749,2012-09-11,Fall,2012,Sep,17,No,Tuesday,Working Day,Clear/Partly Cloudy,0.7,0.6364,0.28,0.0,168,802,970,Working Day,Tuesday
14750,2012-09-11,Fall,2012,Sep,18,No,Tuesday,Working Day,Clear/Partly Cloudy,0.64,0.6212,0.36,0.1642,110,767,877,Working Day,Tuesday
14751,2012-09-11,Fall,2012,Sep,19,No,Tuesday,Working Day,Clear/Partly Cloudy,0.62,0.6212,0.41,0.194,56,540,596,Working Day,Tuesday
14752,2012-09-11,Fall,2012,Sep,20,No,Tuesday,Working Day,Clear/Partly Cloudy,0.58,0.5455,0.56,0.1343,40,421,461,Working Day,Tuesday
14753,2012-09-11,Fall,2012,Sep,21,No,Tuesday,Working Day,Clear/Partly Cloudy,0.56,0.5303,0.6,0.1045,28,282,310,Working Day,Tuesday
14754,2012-09-11,Fall,2012,Sep,22,No,Tuesday,Working Day,Clear/Partly Cloudy,0.56,0.5303,0.64,0.1045,27,189,216,Working Day,Tuesday
14755,2012-09-11,Fall,2012,Sep,23,No,Tuesday,Working Day,Clear/Partly Cloudy,0.54,0.5152,0.68,0.1045,18,91,109,Working Day,Tuesday
14756,2012-09-12,Fall,2012,Sep,0,No,Wednesday,Working Day,Clear/Partly Cloudy,0.52,0.5,0.72,0.1045,8,41,49,Working Day,Wednesday
14757,2012-09-12,Fall,2012,Sep,1,No,Wednesday,Working Day,Clear/Partly Cloudy,0.52,0.5,0.72,0.1045,2,19,21,Working Day,Wednesday
14758,2012-09-12,Fall,2012,Sep,2,No,Wednesday,Working Day,Clear/Partly Cloudy,0.52,0.5,0.72,0.0896,2,9,11,Working Day,Wednesday
14759,2012-09-12,Fall,2012,Sep,3,No,Wednesday,Working Day,Clear/Partly Cloudy,0.5,0.4848,0.77,0.0896,0,7,7,Working Day,Wednesday
